name,text,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,corpus,word_count,response,log_plus1,log
Joan Garry,"Post-meeting *crickets*. Rubber stamping. Board meetings that feel more like ""show & tell"" rather than shared leadership.

These could be the signs of a disengaged board — or, it could be a sign that your board members don't know the value of their input:",0,0,0,0,0,5.92,"postmeeting crickets rubber stamping board meetings that feel more like show  tell rather than shared leadership

these could be the signs of a disengaged board  or it could be a sign that your board members dont know the value of their input","['postmeeting', 'crickets', 'rubber', 'stamping', 'board', 'meetings', 'feel', 'like', 'show', 'tell', 'rather', 'shared', 'leadership', 'could', 'signs', 'disengaged', 'board', 'could', 'sign', 'board', 'members', 'dont', 'know', 'value', 'input', 'postmeeting', 'crickets', 'rubber', 'stamping', 'board', 'meetings', 'feel', 'like', 'show', 'tell', 'rather', 'shared', 'leadership', 'could', 'signs', 'disengaged', 'board', 'could', 'sign', 'board', 'members', 'dont', 'know', 'value', 'input']",50,0,0.0,0.0
Joan Garry,"It's time to take charge & build the board you want. 

What's 1 thing you can take action on today (no matter how small it seems) to improve the effectiveness of your board?

This jampacked workshop has some practical strategies to help you get started: https://nonprofitleadershiplab.com/free/fixmyboard/…",3,0,0,1,0,6.0,"its time to take charge  build the board you want 

whats  thing you can take action on today no matter how small it seems to improve the effectiveness of your board

this jampacked workshop has some practical strategies to help you get started ","['time', 'take', 'charge', 'build', 'board', 'want', 'whats', 'thing', 'take', 'action', 'today', 'matter', 'small', 'seems', 'improve', 'effectiveness', 'board', 'jampacked', 'workshop', 'practical', 'strategies', 'help', 'get', 'started', 'time', 'take', 'charge', 'build', 'board', 'want', 'whats', 'thing', 'take', 'action', 'today', 'matter', 'small', 'seems', 'improve', 'effectiveness', 'board', 'jampacked', 'workshop', 'practical', 'strategies', 'help', 'get', 'started']",48,3,1.3862943611198906,1.0986122886681098
Joan Garry,"To every nonprofit executive director, staff member, and volunteer...

Thank you for answering the call and touching the work — I don't know what we'd do without you. #HappyLaborDay #Nonprofits",19,0,2,0,0,6.1875,"to every nonprofit executive director staff member and volunteer

thank you for answering the call and touching the work  i dont know what wed do without you  ","['every', 'nonprofit', 'executive', 'director', 'staff', 'member', 'volunteer', 'thank', 'answering', 'call', 'touching', 'work', 'dont', 'know', 'wed', 'without', 'every', 'nonprofit', 'executive', 'director', 'staff', 'member', 'volunteer', 'thank', 'answering', 'call', 'touching', 'work', 'dont', 'know', 'wed', 'without']",32,19,2.995732273553991,2.9444389791664403
Joan Garry,"There is nothing wrong with being a do-gooder, and trust me, our world is lucky to have people like you. But it is important to remember to fill your own cup as well by taking care of yourself. #NonprofitLeader #SelfCare",8,0,2,0,0,5.533333333333333,there is nothing wrong with being a dogooder and trust me our world is lucky to have people like you but it is important to remember to fill your own cup as well by taking care of yourself  ,"['nothing', 'wrong', 'dogooder', 'trust', 'world', 'lucky', 'people', 'like', 'important', 'remember', 'fill', 'cup', 'well', 'taking', 'care', 'nothing', 'wrong', 'dogooder', 'trust', 'world', 'lucky', 'people', 'like', 'important', 'remember', 'fill', 'cup', 'well', 'taking', 'care']",30,8,2.1972245773362196,2.0794415416798357
Joan Garry,"What is belonging? Here's a clue—it's not just fitting in. 

How do you define belonging?",9,0,0,2,0,7.166666666666667,"what is belonging heres a clueits not just fitting in 

how do you define belonging","['belonging', 'heres', 'clueits', 'fitting', 'define', 'belonging', 'belonging', 'heres', 'clueits', 'fitting', 'define', 'belonging']",12,9,2.302585092994046,2.1972245773362196
Joan Garry,Do you know the telltale signs of founder syndrome? Click here to learn more: https://joangarry.com/podcast/ep-96-the-telltale-signs-of-founder-syndrome-part-1/… #NonprofitSupport,2,0,1,1,0,6.0,do you know the telltale signs of founder syndrome click here to learn more  ,"['know', 'telltale', 'signs', 'founder', 'syndrome', 'click', 'learn', 'know', 'telltale', 'signs', 'founder', 'syndrome', 'click', 'learn']",14,2,1.0986122886681098,0.6931471805599453
Joan Garry,"Earlier this year, I told you all about my big commitment for 2022: to shine a light on the dysfunctional power dynamics that are embedded in the nonprofit sector.

And I asked you to hold me accountable.

Click here to hear how things are going:",1,0,0,0,0,6.35,"earlier this year i told you all about my big commitment for  to shine a light on the dysfunctional power dynamics that are embedded in the nonprofit sector

and i asked you to hold me accountable

click here to hear how things are going","['earlier', 'year', 'told', 'big', 'commitment', 'shine', 'light', 'dysfunctional', 'power', 'dynamics', 'embedded', 'nonprofit', 'sector', 'asked', 'hold', 'accountable', 'click', 'hear', 'things', 'going', 'earlier', 'year', 'told', 'big', 'commitment', 'shine', 'light', 'dysfunctional', 'power', 'dynamics', 'embedded', 'nonprofit', 'sector', 'asked', 'hold', 'accountable', 'click', 'hear', 'things', 'going']",40,1,0.6931471805599453,0.0
Joan Garry,"Nonprofit leaders, this is why our world so desperately needs people like you…

Leave a  if you agree.",2,0,0,0,0,6.333333333333333,"nonprofit leaders this is why our world so desperately needs people like you

leave a  if you agree","['nonprofit', 'leaders', 'world', 'desperately', 'needs', 'people', 'like', 'leave', 'agree', 'nonprofit', 'leaders', 'world', 'desperately', 'needs', 'people', 'like', 'leave', 'agree']",18,2,1.0986122886681098,0.6931471805599453
Joan Garry,Here's a bonus step: Join my free live training to learn everything you need to know to help your board become stronger and more ignited than ever before:,0,0,0,0,0,5.352941176470588,heres a bonus step join my free live training to learn everything you need to know to help your board become stronger and more ignited than ever before,"['heres', 'bonus', 'step', 'join', 'free', 'live', 'training', 'learn', 'everything', 'need', 'know', 'help', 'board', 'become', 'stronger', 'ignited', 'ever', 'heres', 'bonus', 'step', 'join', 'free', 'live', 'training', 'learn', 'everything', 'need', 'know', 'help', 'board', 'become', 'stronger', 'ignited', 'ever']",34,0,0.0,0.0
Joan Garry,"Your board is one of the most valuable resources your org has...if you know how to leverage each member’s strengths.

Check out this blog post to learn 5 steps your board can take right now to maximize its impact:",4,1,0,0,0,5.6,"your board is one of the most valuable resources your org hasif you know how to leverage each members strengths

check out this blog post to learn  steps your board can take right now to maximize its impact","['board', 'one', 'valuable', 'resources', 'org', 'hasif', 'know', 'leverage', 'members', 'strengths', 'check', 'blog', 'post', 'learn', 'steps', 'board', 'take', 'right', 'maximize', 'impact', 'board', 'one', 'valuable', 'resources', 'org', 'hasif', 'know', 'leverage', 'members', 'strengths', 'check', 'blog', 'post', 'learn', 'steps', 'board', 'take', 'right', 'maximize', 'impact']",40,5,1.791759469228055,1.6094379124341003
Joan Garry,"In this episode, I chat with the 
@URJorg
's board nominations chair, Daryl Messinger, about how she helped this org identify a diverse slate of 39 forward-thinking, open-minded board members. 

Tune in to learn more about her journey:",2,0,0,0,0,6.7368421052631575,"in this episode i chat with the 

s board nominations chair daryl messinger about how she helped this org identify a diverse slate of  forwardthinking openminded board members 

tune in to learn more about her journey","['episode', 'chat', 'board', 'nominations', 'chair', 'daryl', 'messinger', 'helped', 'org', 'identify', 'diverse', 'slate', 'forwardthinking', 'openminded', 'board', 'members', 'tune', 'learn', 'journey', 'episode', 'chat', 'board', 'nominations', 'chair', 'daryl', 'messinger', 'helped', 'org', 'identify', 'diverse', 'slate', 'forwardthinking', 'openminded', 'board', 'members', 'tune', 'learn', 'journey']",38,2,1.0986122886681098,0.6931471805599453
Joan Garry,"When you need to de-stress, what is your favorite go-to activity?",1,0,0,1,0,6.4,when you need to destress what is your favorite goto activity,"['need', 'destress', 'favorite', 'goto', 'activity', 'need', 'destress', 'favorite', 'goto', 'activity']",10,1,0.6931471805599453,0.0
Joan Garry,"What if I told you that your value as a nonprofit leader is not entirely measured by the amount of $ you bring in?

Listen as guest 
@DayOneDrew
 shares where you can really make the most impact in this episode of Nonprofits Are Messy: https://joangarry.com/ep-143-lollipop-moments-and-everyday-leadership-lessons-with-drew-dudley/… 
#NonprofitLeadership",1,0,1,1,0,6.235294117647059,"what if i told you that your value as a nonprofit leader is not entirely measured by the amount of  you bring in

listen as guest 

 shares where you can really make the most impact in this episode of nonprofits are messy  
","['told', 'value', 'nonprofit', 'leader', 'entirely', 'measured', 'amount', 'bring', 'listen', 'guest', 'shares', 'really', 'make', 'impact', 'episode', 'nonprofits', 'messy', 'told', 'value', 'nonprofit', 'leader', 'entirely', 'measured', 'amount', 'bring', 'listen', 'guest', 'shares', 'really', 'make', 'impact', 'episode', 'nonprofits', 'messy']",34,1,0.6931471805599453,0.0
Think and Ink Grants,"Are you looking for grant writers to fuel your specific organization’s needs?
 
Our mission is to find the perfect grants, win them, and manage them so our clients build a consistent and strong relationship with funders. 
 
Schedule a consultation call today!",0,0,0,1,0,6.869565217391305,"are you looking for grant writers to fuel your specific organizations needs
 
our mission is to find the perfect grants win them and manage them so our clients build a consistent and strong relationship with funders 
 
schedule a consultation call today","['looking', 'grant', 'writers', 'fuel', 'specific', 'organizations', 'needs', 'mission', 'find', 'perfect', 'grants', 'win', 'manage', 'clients', 'build', 'consistent', 'strong', 'relationship', 'funders', 'schedule', 'consultation', 'call', 'today', 'looking', 'grant', 'writers', 'fuel', 'specific', 'organizations', 'needs', 'mission', 'find', 'perfect', 'grants', 'win', 'manage', 'clients', 'build', 'consistent', 'strong', 'relationship', 'funders', 'schedule', 'consultation', 'call', 'today']",46,0,0.0,0.0
Think and Ink Grants,"We are grant writers and consultants committed to helping you win grants.

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,0,0,6.857142857142857,"we are grant writers and consultants committed to helping you win grants

             ","['grant', 'writers', 'consultants', 'committed', 'helping', 'win', 'grants', 'grant', 'writers', 'consultants', 'committed', 'helping', 'win', 'grants']",14,0,0.0,0.0
Think and Ink Grants,Celebrate Hispanic Heritage month!,2,0,0,0,0,7.5,celebrate hispanic heritage month,"['celebrate', 'hispanic', 'heritage', 'month', 'celebrate', 'hispanic', 'heritage', 'month']",8,2,1.0986122886681098,0.6931471805599453
Think and Ink Grants,"""Even the smallest act of service, the simplest act of kindness, is a way to honor those we lost, a way to reclaim that spirit of unity that followed 9/11.""
—President Obama

#911 #neverforget #grantwriter #grants",1,0,4,0,0,5.647058823529412,"even the smallest act of service the simplest act of kindness is a way to honor those we lost a way to reclaim that spirit of unity that followed 
president obama

   ","['even', 'smallest', 'act', 'service', 'simplest', 'act', 'kindness', 'way', 'honor', 'lost', 'way', 'reclaim', 'spirit', 'unity', 'followed', 'president', 'obama', 'even', 'smallest', 'act', 'service', 'simplest', 'act', 'kindness', 'way', 'honor', 'lost', 'way', 'reclaim', 'spirit', 'unity', 'followed', 'president', 'obama']",34,1,0.6931471805599453,0.0
Think and Ink Grants,"We love to hear our clients experiences. 

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,0,0,6.5,"we love to hear our clients experiences 

             ","['love', 'hear', 'clients', 'experiences', 'love', 'hear', 'clients', 'experiences']",8,0,0.0,0.0
Think and Ink Grants,"Celebrating America’s workers, today and every day.",0,0,0,0,0,6.5,celebrating americas workers today and every day,"['celebrating', 'americas', 'workers', 'today', 'every', 'day', 'celebrating', 'americas', 'workers', 'today', 'every', 'day']",12,0,0.0,0.0
Think and Ink Grants,"Want to learn more about what we do and how we can support you?

Visit our website at http://thinkandinkgrants.com

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,1,0,5.6,"want to learn more about what we do and how we can support you

visit our website at 

             ","['want', 'learn', 'support', 'visit', 'website', 'want', 'learn', 'support', 'visit', 'website']",10,0,0.0,0.0
Think and Ink Grants,"We specialize in grants supporting women, children, health, and education.

Schedule a free consultation today at http://thinkandinkgrants.com

#grantwriter #grants #nonprofit #501c3 #grant #nonprofitgrants #giving #funding #nonprofitfunding",0,0,9,0,0,7.545454545454546,"we specialize in grants supporting women children health and education

schedule a free consultation today at 

        ","['specialize', 'grants', 'supporting', 'women', 'children', 'health', 'education', 'schedule', 'free', 'consultation', 'today', 'specialize', 'grants', 'supporting', 'women', 'children', 'health', 'education', 'schedule', 'free', 'consultation', 'today']",22,0,0.0,0.0
Think and Ink Grants,"Isaiah 1:17 

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",1,0,14,0,0,6.0,"isaiah  

             ","['isaiah', 'isaiah']",2,1,0.6931471805599453,0.0
Think and Ink Grants,"LET'S CONNECT!

Schedule your complimentary consultation today at http://thinkandinkgrants.com

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,0,0,8.166666666666666,"lets connect

schedule your complimentary consultation today at 

             ","['lets', 'connect', 'schedule', 'complimentary', 'consultation', 'today', 'lets', 'connect', 'schedule', 'complimentary', 'consultation', 'today']",12,0,0.0,0.0
Think and Ink Grants,"Funders are starting to think about this differently and expand their capacity for general operating grants.  However, if you ask any nonprofit leader, it's not happening fast enough.

Learn how to increase your general operating funding:",0,0,0,0,0,7.0,"funders are starting to think about this differently and expand their capacity for general operating grants  however if you ask any nonprofit leader its not happening fast enough

learn how to increase your general operating funding","['funders', 'starting', 'think', 'differently', 'expand', 'capacity', 'general', 'operating', 'grants', 'however', 'ask', 'nonprofit', 'leader', 'happening', 'fast', 'enough', 'learn', 'increase', 'general', 'operating', 'funding', 'funders', 'starting', 'think', 'differently', 'expand', 'capacity', 'general', 'operating', 'grants', 'however', 'ask', 'nonprofit', 'leader', 'happening', 'fast', 'enough', 'learn', 'increase', 'general', 'operating', 'funding']",42,0,0.0,0.0
Think and Ink Grants,"Think and Ink Grants can help you transform your grant seeking. 
Get in touch with one of our talented grant writers today.

#grantwriter #grants #nonprofit",0,0,3,0,0,5.357142857142857,"think and ink grants can help you transform your grant seeking 
get in touch with one of our talented grant writers today

  ","['think', 'ink', 'grants', 'help', 'transform', 'grant', 'seeking', 'get', 'touch', 'one', 'talented', 'grant', 'writers', 'today', 'think', 'ink', 'grants', 'help', 'transform', 'grant', 'seeking', 'get', 'touch', 'one', 'talented', 'grant', 'writers', 'today']",28,0,0.0,0.0
Think and Ink Grants,"Excited to announce that I will be speaking at the GPA Annual Conference in November!

Let us know in the comments if you will be attending.

#grantwriter #grants #GPA #GPAannualconference #GrantProfessionalsAssociation",8,1,5,0,0,6.333333333333333,"excited to announce that i will be speaking at the gpa annual conference in november

let us know in the comments if you will be attending

    ","['excited', 'announce', 'speaking', 'gpa', 'annual', 'conference', 'november', 'let', 'us', 'know', 'comments', 'attending', 'excited', 'announce', 'speaking', 'gpa', 'annual', 'conference', 'november', 'let', 'us', 'know', 'comments', 'attending']",24,9,2.302585092994046,2.1972245773362196
Think and Ink Grants,"We love our clients and love to hear how we are doing. 

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,0,0,4.75,"we love our clients and love to hear how we are doing 

             ","['love', 'clients', 'love', 'hear', 'love', 'clients', 'love', 'hear']",8,0,0.0,0.0
Think and Ink Grants,"If you run a consulting firm, you understand the value of their greatest asset- your people. 
Transitioning from a solo practice to growing a team is vital to growing a business.",0,0,0,0,0,6.6875,"if you run a consulting firm you understand the value of their greatest asset your people 
transitioning from a solo practice to growing a team is vital to growing a business","['run', 'consulting', 'firm', 'understand', 'value', 'greatest', 'asset', 'people', 'transitioning', 'solo', 'practice', 'growing', 'team', 'vital', 'growing', 'business', 'run', 'consulting', 'firm', 'understand', 'value', 'greatest', 'asset', 'people', 'transitioning', 'solo', 'practice', 'growing', 'team', 'vital', 'growing', 'business']",32,0,0.0,0.0
Think and Ink Grants,"Think and Ink Grants® helps your nonprofit transform its grant-seeking strategy and deepen your community impact.  

Schedule a consultation today at http://thinkandinkgrants.com.",0,0,0,0,1,7.357142857142857,"think and ink grants helps your nonprofit transform its grantseeking strategy and deepen your community impact  

schedule a consultation today at ","['think', 'ink', 'grants', 'helps', 'nonprofit', 'transform', 'grantseeking', 'strategy', 'deepen', 'community', 'impact', 'schedule', 'consultation', 'today', 'think', 'ink', 'grants', 'helps', 'nonprofit', 'transform', 'grantseeking', 'strategy', 'deepen', 'community', 'impact', 'schedule', 'consultation', 'today']",28,0,0.0,0.0
Think and Ink Grants,"If you aren't going after the right grant opportunities, how do you expect to reach your goal?

#grantwriter #grants #nonprofit #charity #501c3 #grant #nonprofitgrants #GPA #GrantProfessionalsAssociation #giving #funding #nonprofitfunding #funder #nonprofitfunder",0,0,14,1,0,6.0,"if you arent going after the right grant opportunities how do you expect to reach your goal

             ","['arent', 'going', 'right', 'grant', 'opportunities', 'expect', 'reach', 'goal', 'arent', 'going', 'right', 'grant', 'opportunities', 'expect', 'reach', 'goal']",16,0,0.0,0.0
Think and Ink Grants,"If you are a nonprofit leader or serve on a Board of Directors and are thinking about engaging a fiscal sponsor, here are the eight things you need to know before seeking a fiscal sponsor.

http://thinkandinkgrants.com/post/8-things-to-know-about-fiscal-sponsorships…

#grantwriter #grants #nonprofit",0,0,3,0,0,6.375,"if you are a nonprofit leader or serve on a board of directors and are thinking about engaging a fiscal sponsor here are the eight things you need to know before seeking a fiscal sponsor



  ","['nonprofit', 'leader', 'serve', 'board', 'directors', 'thinking', 'engaging', 'fiscal', 'sponsor', 'eight', 'things', 'need', 'know', 'seeking', 'fiscal', 'sponsor', 'nonprofit', 'leader', 'serve', 'board', 'directors', 'thinking', 'engaging', 'fiscal', 'sponsor', 'eight', 'things', 'need', 'know', 'seeking', 'fiscal', 'sponsor']",32,0,0.0,0.0
Think and Ink Grants,"Last month we had the opportunity to go to Grand Rapids, Michigan to visit our client 
@NIAcentregr
. We held a focus group to discuss the needs of the Grand Rapids community.  Thank you to all who participated and for the work we continue to be a part of to help grow communities.",0,0,0,0,0,6.0,"last month we had the opportunity to go to grand rapids michigan to visit our client 

 we held a focus group to discuss the needs of the grand rapids community  thank you to all who participated and for the work we continue to be a part of to help grow communities","['last', 'month', 'opportunity', 'go', 'grand', 'rapids', 'michigan', 'visit', 'client', 'held', 'focus', 'group', 'discuss', 'needs', 'grand', 'rapids', 'community', 'thank', 'participated', 'work', 'continue', 'part', 'help', 'grow', 'communities', 'last', 'month', 'opportunity', 'go', 'grand', 'rapids', 'michigan', 'visit', 'client', 'held', 'focus', 'group', 'discuss', 'needs', 'grand', 'rapids', 'community', 'thank', 'participated', 'work', 'continue', 'part', 'help', 'grow', 'communities']",50,0,0.0,0.0
Think and Ink Grants,"We all can't afford to hire a grant writer.  Some of us will have to write the grant ourselves until we can afford to do better.

Here are four mistakes to avoid when writing a grant yourself.
http://thinkandinkgrants.com/post/4-mistakes-to-avoid-when-writing-a-grant…

#grantwriter #grants #nonprofit",0,0,3,0,0,5.2,"we all cant afford to hire a grant writer  some of us will have to write the grant ourselves until we can afford to do better

here are four mistakes to avoid when writing a grant yourself


  ","['cant', 'afford', 'hire', 'grant', 'writer', 'us', 'write', 'grant', 'afford', 'better', 'four', 'mistakes', 'avoid', 'writing', 'grant', 'cant', 'afford', 'hire', 'grant', 'writer', 'us', 'write', 'grant', 'afford', 'better', 'four', 'mistakes', 'avoid', 'writing', 'grant']",30,0,0.0,0.0
@mirrorgroupllc,"Join us in celebrating Mindelyn Anderson who is the keynote speaker at the Maryland State Library Cultures Conference tomorrow at 10am. The talk is titled ""Equity and Change Management"". Learn more at the website below!

https://sites.google.com/view/cultures-conference/home?authuser=0…",0,0,0,1,0,6.85,"join us in celebrating mindelyn anderson who is the keynote speaker at the maryland state library cultures conference tomorrow at am the talk is titled equity and change management learn more at the website below

","['join', 'us', 'celebrating', 'mindelyn', 'anderson', 'keynote', 'speaker', 'maryland', 'state', 'library', 'cultures', 'conference', 'tomorrow', 'talk', 'titled', 'equity', 'change', 'management', 'learn', 'website', 'join', 'us', 'celebrating', 'mindelyn', 'anderson', 'keynote', 'speaker', 'maryland', 'state', 'library', 'cultures', 'conference', 'tomorrow', 'talk', 'titled', 'equity', 'change', 'management', 'learn', 'website']",40,0,0.0,0.0
@mirrorgroupllc,"We've been featured in 
@Living_Cities
 new ecosystem map! It offers a sampling of the movement builders, equity consultants and other players advancing racial equity in and through local governments across the country: http://livingcities.org/blog/building-…

Check it out!

#Equity #Evaluation",1,0,2,0,0,6.8,"weve been featured in 

 new ecosystem map it offers a sampling of the movement builders equity consultants and other players advancing racial equity in and through local governments across the country 

check it out

 ","['weve', 'featured', 'new', 'ecosystem', 'map', 'offers', 'sampling', 'movement', 'builders', 'equity', 'consultants', 'players', 'advancing', 'racial', 'equity', 'local', 'governments', 'across', 'country', 'check', 'weve', 'featured', 'new', 'ecosystem', 'map', 'offers', 'sampling', 'movement', 'builders', 'equity', 'consultants', 'players', 'advancing', 'racial', 'equity', 'local', 'governments', 'across', 'country', 'check']",40,1,0.6931471805599453,0.0
@mirrorgroupllc,"Coming up this Thursday! Be sure to attend what will be an amazing event! Register at the link below.
#BMOREVOCAL #BLACKSPEAKERSNETWORK",0,0,2,0,0,6.0,"coming up this thursday be sure to attend what will be an amazing event register at the link below
 ","['coming', 'thursday', 'sure', 'attend', 'amazing', 'event', 'register', 'link', 'coming', 'thursday', 'sure', 'attend', 'amazing', 'event', 'register', 'link']",16,0,0.0,0.0
@mirrorgroupllc,"Calling all #evaluators, new and seasoned, accidental and formally trained, Mindelyn Anderson and the always AMAZING Esther Nolton for an interactive engagement to crowdsource skillbuilding opportunities.  

https://washingtonevaluators.org/event-4084072",0,0,1,0,0,8.352941176470589,"calling all  new and seasoned accidental and formally trained mindelyn anderson and the always amazing esther nolton for an interactive engagement to crowdsource skillbuilding opportunities  

","['calling', 'new', 'seasoned', 'accidental', 'formally', 'trained', 'mindelyn', 'anderson', 'always', 'amazing', 'esther', 'nolton', 'interactive', 'engagement', 'crowdsource', 'skillbuilding', 'opportunities', 'calling', 'new', 'seasoned', 'accidental', 'formally', 'trained', 'mindelyn', 'anderson', 'always', 'amazing', 'esther', 'nolton', 'interactive', 'engagement', 'crowdsource', 'skillbuilding', 'opportunities']",34,0,0.0,0.0
@mirrorgroupllc,"Here is an opportunity to work at #YearUp.  Check out this Associate Director of Research & Evaluation position. #hiringseason

https://yearup.wd1.myworkdayjobs.com/en-US/YearUp/job/Boston-MA/Associate-Director-of-Research---Evaluation_R516…",0,0,2,0,0,7.875,"here is an opportunity to work at   check out this associate director of research  evaluation position 

","['opportunity', 'work', 'check', 'associate', 'director', 'research', 'evaluation', 'position', 'opportunity', 'work', 'check', 'associate', 'director', 'research', 'evaluation', 'position']",16,0,0.0,0.0
@mirrorgroupllc,We are #hiring. Check out our postings for 2 full-time positions for US-based staff. Calling all #research and #evaluation folks who are passionate making #data accessible and eager to work with our team and the communities we love.,2,0,4,0,0,6.75,we are  check out our postings for  fulltime positions for usbased staff calling all  and  folks who are passionate making  accessible and eager to work with our team and the communities we love,"['check', 'postings', 'fulltime', 'positions', 'usbased', 'staff', 'calling', 'folks', 'passionate', 'making', 'accessible', 'eager', 'work', 'team', 'communities', 'love', 'check', 'postings', 'fulltime', 'positions', 'usbased', 'staff', 'calling', 'folks', 'passionate', 'making', 'accessible', 'eager', 'work', 'team', 'communities', 'love']",32,2,1.0986122886681098,0.6931471805599453
@mirrorgroupllc,"Presenting... a shiny new ""About"" page on the Mirror Group website! Head over to https://mirrorgroupllc.com/about to meet our new collaborators and read updates from our team! #mirrorgroupllc #collaboration",0,0,2,0,0,5.642857142857143,presenting a shiny new about page on the mirror group website head over to  to meet our new collaborators and read updates from our team  ,"['presenting', 'shiny', 'new', 'page', 'mirror', 'group', 'website', 'head', 'meet', 'new', 'collaborators', 'read', 'updates', 'team', 'presenting', 'shiny', 'new', 'page', 'mirror', 'group', 'website', 'head', 'meet', 'new', 'collaborators', 'read', 'updates', 'team']",28,0,0.0,0.0
@mirrorgroupllc,"Cheers to Founder & Principal Mindelyn Anderson for a double-header today speaking at the ""Early Scholars Colloquy: Chatting with Professionals: Prac- and Non-Academic Career Opportunities in 2020 and Beyond""  https://arnova.org/page/2020_conference…",0,0,0,0,0,8.055555555555555,cheers to founder  principal mindelyn anderson for a doubleheader today speaking at the early scholars colloquy chatting with professionals prac and nonacademic career opportunities in  and beyond  ,"['cheers', 'founder', 'principal', 'mindelyn', 'anderson', 'doubleheader', 'today', 'speaking', 'early', 'scholars', 'colloquy', 'chatting', 'professionals', 'prac', 'nonacademic', 'career', 'opportunities', 'beyond', 'cheers', 'founder', 'principal', 'mindelyn', 'anderson', 'doubleheader', 'today', 'speaking', 'early', 'scholars', 'colloquy', 'chatting', 'professionals', 'prac', 'nonacademic', 'career', 'opportunities', 'beyond']",36,0,0.0,0.0
@mirrorgroupllc,"We'll be joining our mentor Geri Lynn Peak at the 
@aeaweb
 conference today for a transformative conversation addressing healing during uncertainty and how each of us can find and cultivate spaces that help us cope. #EVAL20 #evaluation #aea #healingjustice
https://evaluationconference.org/e/in/eid=42&s=10255&print=1&req=info…",6,0,4,0,0,6.45,"well be joining our mentor geri lynn peak at the 

 conference today for a transformative conversation addressing healing during uncertainty and how each of us can find and cultivate spaces that help us cope    
","['well', 'joining', 'mentor', 'geri', 'lynn', 'peak', 'conference', 'today', 'transformative', 'conversation', 'addressing', 'healing', 'uncertainty', 'us', 'find', 'cultivate', 'spaces', 'help', 'us', 'cope', 'well', 'joining', 'mentor', 'geri', 'lynn', 'peak', 'conference', 'today', 'transformative', 'conversation', 'addressing', 'healing', 'uncertainty', 'us', 'find', 'cultivate', 'spaces', 'help', 'us', 'cope']",40,6,1.9459101490553132,1.791759469228055
@mirrorgroupllc,"How can human service providers build resilient, sustainable communities in the midst of crises and uncertainty? This Wednesday, collaborators Michaela Anang and Lisa Sargent discuss resourcing for community change. Register here!

https://events.r20.constantcontact.com/register/eventReg?oeidk=a07ehatasuha5baeac3&oseq=&c=&ch=…

#MCAPConference2020",1,0,1,2,0,7.857142857142857,"how can human service providers build resilient sustainable communities in the midst of crises and uncertainty this wednesday collaborators michaela anang and lisa sargent discuss resourcing for community change register here



","['human', 'service', 'providers', 'build', 'resilient', 'sustainable', 'communities', 'midst', 'crises', 'uncertainty', 'wednesday', 'collaborators', 'michaela', 'anang', 'lisa', 'sargent', 'discuss', 'resourcing', 'community', 'change', 'register', 'human', 'service', 'providers', 'build', 'resilient', 'sustainable', 'communities', 'midst', 'crises', 'uncertainty', 'wednesday', 'collaborators', 'michaela', 'anang', 'lisa', 'sargent', 'discuss', 'resourcing', 'community', 'change', 'register']",42,1,0.6931471805599453,0.0
@mirrorgroupllc,"Ready for tomorrow?? We're looking forward to all the offerings from the 
@aeaweb
 #EVAL20 virtual experience! From October 27-30, we're eager to hear reflections on “How Will You Shine Your Light?”

#EVAL20 #evaluation #AEA

https://evaluationconference.org/p/cm/ld/fid=341",2,0,4,3,0,6.923076923076923,"ready for tomorrow were looking forward to all the offerings from the 

  virtual experience from october  were eager to hear reflections on how will you shine your light

  

","['ready', 'tomorrow', 'looking', 'forward', 'offerings', 'virtual', 'experience', 'october', 'eager', 'hear', 'reflections', 'shine', 'light', 'ready', 'tomorrow', 'looking', 'forward', 'offerings', 'virtual', 'experience', 'october', 'eager', 'hear', 'reflections', 'shine', 'light']",26,2,1.0986122886681098,0.6931471805599453
